,index,text,retweetCount,polarityScore,sentiment
1502,1503,"How will inflation and interest rates react to #Demonetization? 
Read our views here - https://t.co/kFCVgHbNdL https://t.co/MpDhS6GUGW",1,1,
1503,1504,"C-Voter on #Demonetization:
Only 22% happy with implementation, when asked to mark the same, 66% says 'Good'.
@manakgupta @yrdeshmukh",1,6,
1504,1505,RT @News_Pictures1: #Delhi: #SamajwadiParty's Jaya Bachchan joins #TMC protest at Jantar Mantar over #demonetization issue https://t.co/p5D,1,-2,
1505,1506,RT @asiannewsindia: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/3pfMqU,1,-1,
1506,1507,RT @KaranArora: Impact of #Demonetization on payments at supermarkets and hyper-markets owned by Future Retail. https://t.co/etjYaILgmM,1,0,
1507,1508,"RT @_WomanInAttic: I can see this #demonetization plan failing, with new guidelines being thrown at us every other day. Can you?",1,-2,
1508,1509,Watching @yrdeshmukh sir in a debate with @manakgupta on News24 on #Demonetization..<ed><U+00A0><U+00BD><ed><U+00B1><U+008C>,1,0,
1509,1510,RT @tweetmods: So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modi's #demonetization move. Ha!,1,0,
1510,1511,"RT @ZestMoney: Day in the Life of Cashless Man #DigitalIndia #GoCashless #Demonetization #Startup <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> @JainSaurabh85 
https://t.co/2CZyK5UqHA",1,0,
1511,1512,"#demonetization has hit at large-scale retrenchment of laboureres &amp; other daily wagers
 @arunjaitley @PMOIndia https://t.co/zgGGgMmmIM",1,0,
1512,1513,RT @RKRadhakrishn: #Chakrapani's #Datacard gives the numbers on #Demonetization and how the #Digital transformation is a pipe dream  https:,1,1,
1513,1514,Massive number of Indians support #demonetization https://t.co/XpBFnS2EPL,1,2,
1514,1515,"Wow! #Demonetization Survey Response: 5 Lakh citizens in little over 24 hrs!
Participate now! https://t.co/SzO6Yw3fSx",1,4,
1515,1516,"""Tax Compliance is a big issue"" - @surjitbhalla at the Round Table on ""Long &amp; Short Term Impact of #Demonetization https://t.co/BTbRQrou29",1,1,
1516,1517,"A Round Table on ""Long &amp; Short Term Impact of #Demonetization on Indian Economy &amp; GDP"" organized by https://t.co/adF1qN2nPJ",1,0,
1517,1518,"RT @BindasBolshy: All the opposition which is protesting against #demonetization, should be asked to protest at LOC , let's see how many ga",1,-4,
1518,1519,"All the opposition which is protesting against #demonetization, should be asked to protest at LOC , let's see how many gathers, bloody swine",1,-7,
1519,1520,RT @taxmannindia: #Demonetization: 8 new announcements to incentivize #digitization and help farmers. Read more: https://t.co/RwB523p2JX ht,1,2,
1520,1521,"Abhishek Lodha, MD, #LodhaGroup tells us why buyers will stay positive after the #demonetization move @CNBCTV18News https://t.co/WW5d5iTp0u",1,2,
1521,1522,I find ppl /economists (so called) journalists who are condemning @narendramodi for #demonetization but not a single advice or suggestion,1,0,
1522,1523,RT @uppalj: #Demonetization. Lutyens Media played negative role in PM Modi 's crusade to unearth black money. Evident which side they'd lik,1,-2,
1523,1524,"RT @InfoAboutSunny: And the Oscar goes to ""Mr.<U+092D><U+093E><U+0935><U+0941><U+0915>"" <ed><U+00A0><U+00BD><ed><U+00B8><U+00A9><ed><U+00A0><U+00BD><ed><U+00B8><U+00A5><ed><U+00A0><U+00BD><ed><U+00B8><U+00A2><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>#demonetization https://t.co/GuTynOQnfq",1,0,
1524,1525,"RT @anjanathadhani: Minority institutions are exempt from #Demonetization, How can I-T conduct raids? https://t.co/OHfyrTTPYb",1,-1,
1525,1526,RT if you support #Demonetization and Favorite if you are against it! #BlackMoney,1,4,
1526,1527,"RT @chiraghcherian: So what's the limit, 24k per week @Savings account &amp; 50k per week @Current account? #Demonetization",1,1,
1527,1528,So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modi's #demonetization move. Ha!,1,0,
1528,1529,"We cannot change the reality of #demonetization , but we can change how we deal with it. Talk to us to deal with st https://t.co/QgVThBuNpP",1,0,
1529,1530,Impact of #Demonetization on payments at supermarkets and hyper-markets owned by Future Retail. https://t.co/etjYaILgmM,1,0,
1530,1531,"So what's the limit, 24k per week @Savings account &amp; 50k per week @Current account? #Demonetization",1,1,
1531,1532,"RT @bonddheeru: So it has been more than 10 days since demonetization announcement, what are the potential benefits of the #demonetization",1,2,
1532,1533,"So it has been more than 10 days since demonetization announcement, what are the potential benefits of the https://t.co/ruUtdPzzm3",1,2,
1533,1534,"Read latest NIPFP blogpost titled ""#Demonetization: Cure and Care"", by Dr. Pinaki Chakraborty.
@pinakicha 
https://t.co/LZ6b4ZiW9D",1,2,
1534,1535,"Minority institutions are exempt from #Demonetization, How can I-T conduct raids? https://t.co/OHfyrTTPYb",1,-1,
1535,1536,HPCL GMO-SZ  team assisting people at Chennai during #Demonetization (1/2) https://t.co/5JhrISUE8x,1,0,
1536,1537,"RT @YSRCPFriends: Chandrababu first said that Narendra Modi had implemented #Demonetization, taking his advice. Upon seeing... https://t.co",1,0,
1537,1538,"Chandrababu first said that Narendra Modi had implemented #Demonetization, taking his advice. Upon seeing... https://t.co/Z1UQzh1smO #YSRcp",1,0,
1538,1539,"RT @iYashwant: Very informative thread on #Demonetization.
Must Read https://t.co/ugZ7YMIzwD",1,0,
1539,1540,"RT @YSRCPFriends: Days before #Demonetization announcement, ncbn sold his Heritage shares,clearly evident that he had prior knowledg ",1,2,
1540,1541,"#PareshRawal  take on 500 and 1000 #note #demonetization 
#Proud #Bankofficials #IndianRupee #Fight #Corruption https://t.co/S237rolTiW",1,-2,
1541,1542,RT @chandreshd: Yesterday's right answer May not be today's right answer. #Demonetizationeffect #demonetization #BlackMoney #DeMonetisation,1,0,
1542,1543,"Very informative thread on #Demonetization.
Must Read https://t.co/ugZ7YMIzwD",1,0,
1543,1544,Yesterday's right answer May not be today's right answer. #Demonetizationeffect #demonetization #BlackMoney #DeMonetisation,1,0,
1544,1545,#Demonetization: 8 new announcements to incentivize #digitization and help farmers. Read more: https://t.co/gUs2JtKxTJ,1,2,
1545,1546,"Now Jaya Bachchan joins Mamata at Jantar Mantar! Did she forget Panama Papers? Son &amp; daughter in law support, she opposes #DeMonetization",1,1,
1546,1547,"RT @vaidus: Never vote for BJP is trending. So, let's poll.<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>

After #demonetization &amp; #currencyban will you vote BJP? Do you support PM @na",1,2,
1547,1548,"RT @econofpak: #India #demonetization
Gujarat: Man ends life over fund shortage ahead of daughters wedding https://t.co/5oxq5U9snn",1,-2,
1548,1549,"#India #demonetization
Gujarat: Man ends life over fund shortage ahead of daughters wedding https://t.co/5oxq5U9snn",1,-2,
1549,1550,RT @avd_kvp: We are just institutionalized. Lets hope the best things come out of #demonetization :),1,5,
1550,1551,We are just institutionalized. Lets hope the best things come out of #demonetization :),1,5,
1551,1552,"Rupee sliding to its lowest level ever as $2.7 bn flees Indian markets https://t.co/Dtb9bP5I1c

BSE Sensex: 29,000 https://t.co/YIvgP4TyTI",1,-2,
1552,1553,RT @trivedia1234: Anti corruption crusader clear on #demonetization being True step towards corruption free India notwithstanding @ArvindKe,1,-3,
1553,1554,"Never vote for BJP is trending. So, let's poll.<ed><U+00A0><U+00BD><ed><U+00B8><U+0080>

After #demonetization &amp; #currencyban will you vote BJP? Do you support PM @narendramodi?",1,2,
1554,1555,"#Startups owned #demonetization but could we see a #FinTech fall?
https://t.co/V3HB1vEbOa
Sign up for https://t.co/lZMP5PA9Ei",1,0,
1555,1556,Anti corruption crusader clear on #demonetization being True step towards corruption free India notwithstanding https://t.co/DqMh3VZR7t,1,-3,
1556,1557,"RT @AmmU_MaanU: 31/Along with #demonetization, Govt #must enhance personal #incometax to 40% for those earning above 40Lakhs,50% for 70L+,6",1,0,
1557,1558,#Demonetization Now affecting even the dumb rich ...who now have to use public transport https://t.co/8RW0WZat3o,1,-1,
1558,1559,RT @ZeniaIrani: The rich and the elite lived in homes like these. Good thing #demonetization didn't happen back https://t.co/mknTlhcUcl,1,7,
1559,1560,"Just took this picture ,pigeons ready to board aircrafts at the Kolkata airport,heading to Delhi to protest against https://t.co/viPbl4W0cf",1,-2,
1560,1561,The rich and the elite lived in homes like these. Good thing #demonetization didn't happen back https://t.co/mknTlhcUcl,1,7,
1561,1562,Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/3pfMqUk2LH,1,-1,
1562,1563,"Days before #Demonetization announcement, ncbn sold his Heritage shares,clearly evident that he had prior knowledg ",1,2,
1563,1564,RT @cioandleader: Desperate times call for desperate measures? #demonetization #frugalinnovation #jugaad https://t.co/p62ySGFgVk,1,-6,
1564,1565,RT @ayushman_06: Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a,1,-3,
1565,1566,RT @cioandleader: #Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHl,1,0,
1566,1567,"The Effects of India's Currency Reform? 'Chaos' Say Analysts https://t.co/9G3fC23Ce0

#DeMonetization @nytimes",1,-2,
1567,1568,Bharat Bandh called by 'United Opposition' on Nov 28 #Demonetization. They are protesting against a problem by creating a bigger one.,1,-3,
1568,1569,#Demonetizationeffect marks the return of jugaad: https://t.co/6AJZRwrvS3 #demonetization #BlackMoney https://t.co/TADwHlLyJt,1,0,
1569,1570,RT @newspatrolling: #pm #narendramodi #people in trouble #demonetization<ed><U+00A0><U+00BD><ed><U+00B2><U+00B8> banned #500 &amp; #500... https://t.co/046bA2opMI,1,-4,
1570,1571,#Delhi: #SamajwadiParty's Jaya Bachchan joins #TMC protest at Jantar Mantar over #demonetization issue https://t.co/p5DAFSOwPm,1,-2,
1571,1572,"RT @NazemNaqvi: #Demonetization : Situation 'much better', over Rs 6 lakh crore deposited, government tells #SC https://t.co/GBzxuWLd2u via",1,2,
1572,1573,"#Demonetization : Situation 'much better', over Rs 6 lakh crore deposited, government tells #SC https://t.co/GBzxuWLd2u via @timesofindia",1,2,
1573,1574,Desperate times call for desperate measures? #demonetization #frugalinnovation #jugaad https://t.co/p62ySGFgVk,1,-6,
1574,1575,"RT @aapakhi: With the failure of #Demonetization indians getting loss of trust in present government
@ArvindKejriwal 
@AnkitLal 
https://t.",1,-4,
1575,1576,"86% of Indians from both rural &amp; urban areas support #demonetization, feel it was worth the inconvenience https://t.co/60BAUHiMwn #india",1,2,
1576,1577,"With the failure of #Demonetization indians getting loss of trust in present government
@ArvindKejriwal 
@AnkitLal 
https://t.co/20FjKclY7p",1,-4,
1577,1578,"#Kolkatta being major center for recycling of #blackmoney, we (@narendramodi ) know why @MamataOfficial is opposing #Demonetization.",1,0,
1578,1579,"RT @myvotetoday: #NetasCASHin #DeMonetization #19PakisGoToHoors #IndiaKaDil #NoMoreITALYMafia #SYL 
.
<ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Vote<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Here<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3> https://t.co/pPYE",1,0,
1579,1580,"RT @OnmanoramaLive: Rahul takes on Modi, says even Jaitley kept in the dark on #demonetization

Read more at: https://t.co/7hw3DGQdHV",1,0,
1580,1581,"Rahul takes on Modi, says even Jaitley kept in the dark on #demonetization

Read more at: https://t.co/7hw3DGQdHV",1,0,
1581,1582,Interesting!!! But not a surprise I guess! Need to check data in retrospection i guess! #Demonetization #BlackMoney https://t.co/g6ZqDaKKec,1,2,
1582,1583,#Chakrapani's #Datacard gives the numbers on #Demonetization and how the #Digital transformation is a pipe dream  https://t.co/cC962zlJVv,1,1,
1583,1584,RT @Dhananter_singh: Only the dishonest and the corrupt leader.@ArvindKejriwal @kejri420 #Demonetization https://t.co/cpkxB74y1V,1,-5,
1584,1585,RT @sbcltr: Mizoram has found a creative way of dealing with the cash crunch resulting from #demonetization. https://t.co/aJZiDCLmIJ,1,2,
1585,1586,RT @DesiUvach: #demonetization Christian miracle. https://t.co/fHsG9gV9iC,1,4,
1586,1587,#Demonetization - Boon in Disguise for #REALTORS https://t.co/v0Qa5gyyNB,1,-1,
1587,1588,"RT @abhic_1983: When everybody was busy with #Demonetization and #Bypolls,it is highly unlikely that the news regarding Reangs caught anybo",1,-1,
1588,1589,"#NetasCASHin #DeMonetization #19PakisGoToHoors #IndiaKaDil #NoMoreITALYMafia #SYL 
.
<ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Vote<ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>Here<ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3><ed><U+00A0><U+00BD><ed><U+00B7><U+00B3> https://t.co/pPYEk1ubtv",1,0,
1589,1590,"When everybody was busy with #Demonetization and #Bypolls,it is highly unlikely that the news regarding Reangs caught anybody's attention",1,-1,
1590,1591,#Demonetization. Lutyens Media played negative role in PM Modi 's crusade to unearth black money. Evident which side they'd like to butter .,1,0,
1591,1592,RT @KJshashi: Reports from last night: Naxal supporters were arrested with old Rs 1000 and Rs 500 notes worth Rs 70k. #demonetization (Hat,1,0,
1592,1593,"Day in the Life of Cashless Man #DigitalIndia #GoCashless #Demonetization #Startup <ed><U+00A0><U+00BC><ed><U+00B7><U+00AE><ed><U+00A0><U+00BC><ed><U+00B7><U+00B3> @JainSaurabh85 
https://t.co/2CZyK5UqHA",1,0,
1593,1594,RT @vshl_007: @EconomicTimes @MamataOfficial Mom who told you that BJP doesn't support #demonetization,1,2,
1594,1595,Reports from last night: Naxal supporters were arrested with old Rs 1000 and Rs 500 notes worth Rs 70k. https://t.co/PSFxOeG2p5,1,0,
1595,1596,RT @ParichayLegal: #SC issued notice on transfer and stay petitions filed by centre to transfer all matters relating to #demonetization to,1,1,
1596,1597,RT @bitcoinagile: Telcos waive mobile banking charges till 31 December #mobilebanking #demonetization https://t.co/hLg6jE8Wbn https://t.co/,1,-2,
1597,1598,"RT @Smita_Dutta_: <U+20B9>40 lakh looted from J&amp;K Bank branch of Sarthal in Kishtwar, <U+20B9>20 lakh is in new denominations.
#DeMonetization",1,0,
